Station_id,month,year,avg_temperature (C DegC),std_deviation_water_temperature (C DegC),min_temperature (C DegC),max_temperature (C DegC)
CRMS0164-H01,4,2010,23.18220833,2.15148413,17.05,28.04
CRMS0318-H01,4,2022,23.17113287,3.446072626,11.61,31.41
CRMS0164-H01,10,2022,23.15083335,3.060552658,14.1,29.11
CRMS0318-H01,4,2016,23.1452521,2.718191925,13.36,28.74
CRMS0318-H01,4,2023,23.13497206,2.144323445,17.29,27.99
CRMS0178-H01,4,2022,23.12340276,2.361040261,16.23,28.38
CRMS0175-H01,4,2010,23.12101386,2.069153523,15.97,28.96
CRMS0310-H01,10,2022,23.10548388,3.152681651,12.64,29.75
CRMS0337-H01,4,2016,23.10233336,2.19136891,16.42,28.09
CRMS0335-H01,4,2010,23.09563281,2.052246098,16.16,28.09
CRMS0292-H01,3,2020,23.08407257,4.065722721,10.9,31.97
CRMS0337-H01,4,2023,23.0825417,2.071122644,18.71,27.59
CRMS0178-H01,4,2020,23.07601389,1.716105553,18.13,27.48
CRMS0335-H01,4,2016,23.05151388,2.310005514,16.03,28.24
CRMS0178-H01,4,2008,23.04980557,2.793794864,14.16,27.4
CRMS0175-H01,10,2022,23.04541669,3.179553564,14.4,30.24
CRMS0978-H01,4,2023,23.03669751,1.733839153,19.16,26.7
CRMS0978-H01,3,2020,23.03634408,3.742572122,13.26,29.66
CRMS0310-H01,3,2020,23.02659947,3.916757989,11.36,30.47
CRMS0337-H01,4,2010,23.02538247,1.853158217,16.99,27.79
CRMS0335-H01,10,2022,23.01290324,2.972590226,13.68,29.09
CRMS0310-H01,10,2011,23.01145161,3.177814456,12.12,29.39
CRMS0335-H01,4,2023,23.00911107,2.383959315,17.29,28.86
CRMS0292-H01,4,2014,22.98376389,3.614096341,11.2,32.94
CRMS0310-H01,3,2012,22.97500002,3.17361958,10.28,28.62
CRMS0178-H01,10,2022,22.97233873,2.545519962,16.25,28.04
CRMS0319-H01,3,2020,22.97022846,3.674355921,14.57,28.54
CRMS0175-H01,4,2023,22.95611109,2.557721762,15.73,29.69
CRMS0175-H01,3,2020,22.94586019,3.849114078,13.1,30.81
CRMS0319-H01,3,2012,22.94337362,2.615469205,15.64,27.4
CRMS0335-H01,10,2011,22.93940378,2.912611867,12.45,27.77
CRMS0178-H01,10,2011,22.91979839,2.708865125,16.22,27.51
CRMS0336-H01,10,2011,22.90822733,2.859646511,15.05,28.53
CRMS0337-H01,1,2022,22.90269232,2.985500978,14.22,25.41
CRMS0292-H01,3,2012,22.89314519,3.514350488,10.32,30.81
CRMS0175-H01,10,2011,22.86736204,3.146603442,13.04,29.39
CRMS0336-H01,3,2020,22.86504033,3.762576569,14.34,29.52
CRMS0292-H01,4,2016,22.84166902,2.344960498,16.03,28.47
CRMS0178-H01,4,2023,22.84043054,2.002718546,19.03,27.11
CRMS0292-H01,10,2011,22.83791667,3.533447512,10.98,30.76
CRMS0978-H01,10,2011,22.8169553,3.137443842,12.74,28.95
CRMS0164-H01,10,2011,22.81010914,3.270751739,14.16,29.12
CRMS0319-H01,10,2011,22.80966354,2.79022666,15.46,27.24
CRMS0978-H01,3,2012,22.80623655,3.052158717,11.85,28.01
CRMS0336-H01,3,2012,22.80463713,2.884417677,13.95,27.28
CRMS0318-H01,4,2010,22.79743053,3.032442877,13.04,31.41
CRMS0318-H01,3,2020,22.79599463,4.195334022,7.92,31.45
CRMS0292-H01,4,2013,22.78425003,3.762485045,11.57,32.38
CRMS0337-H01,3,2020,22.77297958,3.710510701,14.32,28.7
CRMS0337-H01,10,2022,22.77083335,2.790827727,15.53,27.59
CRMS0178-H01,4,2016,22.76663888,2.243343476,16.88,27.16
CRMS0335-H01,3,2012,22.75194891,2.928674784,12.73,27.54
CRMS0318-H01,4,2014,22.67890989,3.616972684,9.91,32.74
CRMS0310-H01,4,2019,22.67761108,3.061176025,12.12,28.82
CRMS0319-H01,4,2014,22.66941666,2.961083903,14.02,28.8
CRMS0164-H01,4,2014,22.64337503,3.509835745,11.93,30.17
CRMS0337-H01,3,2012,22.64294991,2.839514448,11.36,28.1
CRMS0335-H01,3,2020,22.63720431,3.993958623,9.99,29.28
CRMS0292-H01,4,2019,22.62211111,3.366691175,12.69,30.55
CRMS0178-H01,3,2012,22.59700268,2.485477382,15.54,27.3
CRMS0310-H01,4,2013,22.59643056,2.945798821,11.63,28.55
CRMS0178-H01,4,2010,22.58336581,1.523424109,18.45,25.68
CRMS0319-H01,4,2019,22.57872221,2.676304856,15.12,27.58
CRMS0310-H01,4,2014,22.57520832,3.585420258,8.71,30.37
CRMS0978-H01,4,2019,22.56763887,2.900893121,12.91,28.63
CRMS0292-H01,4,2007,22.54225312,4.648060226,10.8,35.87
CRMS0164-H01,4,2013,22.51420836,2.905822074,14.18,28.54
CRMS0175-H01,4,2022,22.5141082,3.264813234,11.81,29.72
CRMS0164-H01,4,2019,22.51219443,2.928621312,14.11,29.27
CRMS0292-H01,4,2018,22.5016111,3.374642491,13.28,31.84
CRMS0164-H01,4,2009,22.50074996,3.215434042,11.12,29
CRMS0336-H01,4,2014,22.49527777,3.095858546,14.33,28.84
CRMS0292-H01,4,2009,22.49149998,4.098979852,7.8,33.31
CRMS0978-H01,4,2014,22.47715924,3.347992896,11.06,29.3
CRMS0336-H01,4,2019,22.43998612,2.814776773,14.16,27.59
CRMS0310-H01,4,2009,22.43801389,3.296945257,8.62,30.27
CRMS0978-H01,4,2013,22.40849998,2.736704537,13.46,27.48
CRMS0178-H01,3,2020,22.39119622,3.653577477,14.54,28.08
CRMS0319-H01,4,2009,22.37761113,2.664774973,14.33,28.13
CRMS0318-H01,4,2019,22.36946329,3.323131226,10.77,28.64
CRMS0319-H01,4,2013,22.36811109,2.323247028,16.45,27.27
CRMS0175-H01,4,2009,22.36022223,3.315340565,9.05,30.76
CRMS0175-H01,4,2014,22.35893058,3.483733824,11.17,31.28
CRMS0336-H01,4,2009,22.35415384,3.071923297,11.64,30.15
CRMS0336-H01,4,2013,22.33594442,2.718245972,15.28,28.15
CRMS0164-H01,3,2011,22.31576612,3.325703201,13.38,29.28
CRMS0310-H01,4,2018,22.31059723,2.669528381,13.66,29.43
CRMS0175-H01,4,2019,22.30341666,3.008961287,12.42,28.3
CRMS0337-H01,4,2019,22.27186366,2.598268715,14.86,28.05
CRMS0335-H01,4,2014,22.25994444,3.265936384,12.13,29.77
CRMS0164-H01,4,2021,22.22608333,3.263239944,13.02,30
CRMS0318-H01,4,2013,22.21416665,3.38650917,10.37,29.76
CRMS0978-H01,4,2018,22.2069861,2.513023921,15.3,28.35
CRMS0319-H01,4,2018,22.20559721,2.083955113,16.9,27.01
CRMS0337-H01,4,2014,22.20498596,3.267554722,9.42,29.15
CRMS0978-H01,4,2009,22.17633333,2.982514603,10.76,28.84
CRMS0310-H01,4,2007,22.14680556,4.223097838,11.48,32.71
CRMS0337-H01,4,2009,22.136396,2.642251056,13.58,28.58
CRMS0175-H01,4,2007,22.13404728,4.705399151,10.77,33.68
CRMS0335-H01,4,2013,22.10069443,2.744617875,12.55,28.54
CRMS0318-H01,4,2021,22.09848924,3.366437234,9.93,29.63
CRMS0319-H01,4,2021,22.09643055,2.991943463,13.75,28.36
CRMS0335-H01,4,2019,22.06799723,2.791123849,13.32,27.07
CRMS0175-H01,4,2018,22.06193057,2.692428372,15.08,29.66
CRMS0336-H01,4,2018,22.04379166,2.218000556,16.09,27.49
CRMS0310-H01,4,2021,22.04002777,3.48658079,8.73,29.13
CRMS0318-H01,4,2009,22.0386111,3.886010627,8.57,31.23
CRMS0175-H01,4,2013,22.0348611,2.846283153,12.78,27.84
CRMS0337-H01,4,2013,22.01745835,2.488423306,12.55,27.66
CRMS0978-H01,4,2007,22.01372222,4.331965364,10.5,31.42
CRMS0164-H01,4,2018,22.00834723,2.576670475,13.93,28.38
CRMS0336-H01,4,2021,22.00538786,3.156356413,13.46,29.4
CRMS0175-H01,4,2021,22.00159722,3.410181961,11.64,30.16
CRMS0292-H01,3,2023,21.9871102,4.501441331,6.91,29.84
CRMS0337-H01,4,2021,21.97774471,2.953638976,13.07,28.84
CRMS0292-H01,11,2015,21.95197224,2.86512651,12.23,26.69
CRMS0310-H01,3,2011,21.93782259,3.466322651,11.51,29.68
CRMS0292-H01,3,2011,21.93569893,3.49410169,12.04,31.13
CRMS0978-H01,4,2021,21.9351528,3.478639788,10.3,28.67
CRMS0336-H01,4,2007,21.92837498,4.317789932,11.43,30.3
CRMS0978-H01,3,2011,21.92333334,3.166768112,14.1,28.03
CRMS0318-H01,3,2012,21.92012073,3.009398358,8.89,27.07
CRMS0337-H01,4,2018,21.90637499,2.297698652,11.96,28.4
CRMS0335-H01,4,2018,21.88979169,2.384417054,15.11,28.93
CRMS0178-H01,4,2019,21.86606941,2.405857209,15.65,26.54
CRMS0318-H01,4,2018,21.86591863,3.2250228,12.66,32.01
CRMS0292-H01,4,2021,21.84691857,3.926339133,9.49,29.44
CRMS0175-H01,3,2011,21.81315867,3.178347199,12.74,29.01
CRMS0178-H01,4,2009,21.80047219,2.649483454,12.46,26.54
CRMS0335-H01,4,2021,21.78210155,3.172311913,11.18,29.52
CRMS0164-H01,3,2023,21.75173382,4.521962737,8.63,29.5
CRMS0178-H01,4,2014,21.75100001,2.842959427,14.85,27.27
CRMS0335-H01,3,2011,21.72133064,3.262286984,12.34,27.44
CRMS0336-H01,3,2011,21.68477029,3.059538252,14.47,27.76
CRMS0178-H01,4,2013,21.66879167,2.094069843,15.93,26.27
CRMS0164-H01,3,2017,21.61928761,3.625823591,13.41,28.87
CRMS0319-H01,3,2023,21.61094084,4.455693048,9.55,28.22
CRMS0178-H01,4,2018,21.55172225,1.846300009,16.15,25.7
CRMS0178-H01,3,2011,21.53284947,2.871510667,14.47,26.93
CRMS0337-H01,3,2011,21.53275539,3.320060527,10.26,27.79
CRMS0178-H01,4,2021,21.51994443,2.802410043,14.12,27.98
CRMS0292-H01,3,2017,21.50133065,3.619538357,11.03,29.19
CRMS0164-H01,3,2007,21.45875001,3.607888239,9.92,30.07
CRMS0318-H01,3,2011,21.42798383,3.980062667,9.58,30.95
CRMS0336-H01,3,2023,21.40850601,4.551188514,8.89,28.89
CRMS0292-H01,11,2016,21.40616666,2.984405284,12.91,28.55
CRMS0318-H01,4,2007,21.3663472,5.395777875,5.72,35.35
CRMS0319-H01,3,2017,21.35450267,3.10739638,14.61,26.98
CRMS0310-H01,3,2023,21.34923387,4.734376213,6.75,29.91
CRMS0310-H01,3,2017,21.34236559,3.552557787,11.31,28.8
CRMS0164-H01,3,2015,21.28982527,4.423401381,7.34,29.88
CRMS0175-H01,3,2017,21.28172041,3.393434723,12.55,28
CRMS0164-H01,3,2009,21.27932792,3.96324524,6.56,28.44
CRMS0337-H01,3,2023,21.27196499,4.336000175,9.64,27.93
CRMS0164-H01,2,2018,21.24019346,4.229511802,11.42,28.01
CRMS0164-H01,4,2007,21.21550852,4.38013367,10.73,28.22
CRMS0164-H01,3,2016,21.15126343,2.758360671,10.54,28.68
CRMS0336-H01,3,2017,21.12572582,3.167584381,13.86,27.08
CRMS0164-H01,11,2016,21.12481947,3.084188919,13.95,28.2
CRMS0292-H01,11,2020,21.11733336,2.988805434,10.87,26.62
CRMS0175-H01,3,2023,21.10676073,4.633259112,7.35,28.26
CRMS0318-H01,3,2015,21.10378456,3.877182171,5.77,31.56
CRMS0978-H01,3,2017,21.09830642,3.346963538,12.07,26.91
CRMS0292-H01,3,2015,21.09821236,4.254842825,6.16,32.67
CRMS0319-H01,10,2022,21.07377698,1.516129307,16.16,23.9
CRMS0310-H01,3,2007,21.04530916,3.176724255,11.04,27.87
CRMS0318-H01,11,2020,21.02012685,2.876556081,9.64,26.17
CRMS0318-H01,3,2023,21.01756719,5.06810499,4.68,29.42
CRMS0318-H01,3,2017,21.01647866,3.748927768,10.39,29.35
CRMS0337-H01,10,2011,21.01497287,3.235352788,6.78,28.57
CRMS0178-H01,3,2023,21.00612903,4.137593365,9.65,26.97
CRMS0335-H01,3,2023,21.00192204,4.73076727,6.08,28.84
CRMS0335-H01,3,2017,21.00068549,3.122441219,12.65,27.32
CRMS0292-H01,2,2018,20.99592261,4.106309959,9.9,28.12
CRMS0292-H01,3,2018,20.96138443,3.588681869,11.16,28.41
CRMS0178-H01,3,2017,20.95549729,2.987007996,14.44,26.47
CRMS0319-H01,3,2016,20.94908476,2.372838785,12.76,26.53
CRMS0292-H01,11,2017,20.94406946,3.772029571,11.46,30.14
CRMS0978-H01,3,2007,20.93446238,3.153408979,9.22,26.58
CRMS0292-H01,3,2007,20.92415323,3.709623319,9.86,28.39
CRMS0175-H01,3,2007,20.90565862,3.39503671,9.17,27.89
CRMS0164-H01,11,2015,20.90405556,3.53740363,11.29,28.3
CRMS0319-H01,3,2009,20.89064519,3.519431457,9.49,25.71
CRMS0337-H01,3,2017,20.88173388,3.161243861,13.36,27.31
CRMS0310-H01,3,2016,20.87786003,2.955708049,8.21,26.4
CRMS0164-H01,11,2020,20.87227778,2.746713767,12.18,26.35
CRMS0978-H01,3,2016,20.85912634,2.74787577,9.5,26.46
CRMS0310-H01,3,2015,20.8560215,4.721170996,1.97,30.73
CRMS0164-H01,3,2018,20.83673389,3.237904096,12.91,27.14
CRMS0164-H01,12,2021,20.83654566,3.484489232,11.17,26.56
CRMS0319-H01,3,2015,20.83248657,4.072074425,9.73,28.17
CRMS0318-H01,3,2016,20.82388812,2.980377294,5.87,26.59
CRMS0337-H01,3,2009,20.8177273,3.189245108,8.5,26.21
CRMS0336-H01,3,2009,20.81310829,3.418945891,7.98,25.45
CRMS0178-H01,11,2016,20.81140274,2.804499248,14.95,27.15
CRMS0319-H01,3,2018,20.79327956,2.761675224,14.62,26.08
CRMS0175-H01,11,2016,20.76322221,3.089149747,13.68,28.64
CRMS0310-H01,3,2018,20.74692205,3.287343272,11.55,26.91
CRMS0978-H01,11,2020,20.74162499,2.692450512,12.89,25.8
CRMS0978-H01,11,2016,20.71813894,3.072265926,13.66,27.88
CRMS0175-H01,3,2016,20.7140457,2.83126231,8.23,26.45
CRMS0310-H01,11,2016,20.70823611,3.025271075,12.61,28.23
CRMS0292-H01,12,2021,20.69578167,3.3559904,9.92,26.66
CRMS0978-H01,3,2015,20.68724462,4.185645191,6.87,28.67
CRMS0336-H01,3,2016,20.67767916,1.878786592,0,25.02
CRMS0292-H01,3,2016,20.669207,2.29484714,11.26,25.72
CRMS0335-H01,11,2016,20.66186111,2.847912627,12.65,27.18
CRMS0319-H01,11,2016,20.65495835,2.845258317,14.51,26.64
CRMS0310-H01,3,2009,20.64567204,4.440809576,3.75,28.08
CRMS0336-H01,3,2007,20.63001345,3.132842268,8.87,26.04
CRMS0318-H01,2,2018,20.61800955,4.344131359,8.14,28
CRMS0164-H01,11,2017,20.61141669,3.818408612,12.34,28.52
CRMS0318-H01,11,2016,20.60691446,3.313468541,10.98,29.3
CRMS0310-H01,11,2015,20.59643951,3.574707326,10.21,28.36
CRMS0319-H01,11,2020,20.59572222,2.488153772,13.8,25.01
CRMS0978-H01,3,2018,20.59032259,3.134025047,12.92,26.67
CRMS0336-H01,11,2016,20.59013889,2.970794285,14.08,27.2
CRMS0337-H01,3,2016,20.57591397,2.661368251,10.25,26.45
CRMS0978-H01,3,2009,20.56927418,4.022978199,5.79,26.56
CRMS0319-H01,3,2011,20.56877686,2.114807425,14.85,24.32
CRMS0292-H01,3,2009,20.56802421,4.359853574,7.04,30.19
CRMS0292-H01,3,2021,20.55872315,3.583415175,11.83,28.71
CRMS0337-H01,11,2016,20.55811111,2.883349147,14.48,27.7
CRMS0175-H01,3,2015,20.55508065,4.570714104,5.05,31.08
CRMS0319-H01,11,2015,20.55161112,3.301853186,12.51,27.36
CRMS0292-H01,3,2022,20.53976093,3.297483131,9.19,28.52
CRMS0335-H01,3,2016,20.53020161,2.627416229,11.39,26.23
CRMS0178-H01,11,2020,20.52208331,2.229729687,13.73,25.18
CRMS0175-H01,3,2009,20.51740591,4.120562894,4.62,27.66
CRMS0336-H01,11,2020,20.51413334,2.741863693,14.99,25.14
CRMS0978-H01,11,2015,20.50276298,3.591856072,10.94,27.91
CRMS0318-H01,11,2015,20.50038186,3.925549894,7.83,29.08
CRMS0175-H01,11,2020,20.48013891,2.823473787,11.35,26.03
CRMS0310-H01,11,2020,20.47512496,2.819249754,11.09,25.14
CRMS0175-H01,11,2015,20.47133333,3.63933959,9.75,27.94
CRMS0178-H01,11,2015,20.47094446,3.216352641,12.56,27.06
CRMS0319-H01,3,2021,20.46745967,3.02242795,13.69,26.46
CRMS0336-H01,3,2015,20.45693902,4.165848596,5.32,29.88
CRMS0175-H01,3,2018,20.45091398,3.25347451,12.05,28.06
CRMS0337-H01,11,2020,20.44785496,2.380899964,13,25.69
CRMS0337-H01,11,2015,20.43261171,3.403356177,9.24,27.67
CRMS0336-H01,11,2015,20.42774998,3.523669926,11.92,27.4
CRMS0310-H01,2,2018,20.41562503,4.400947519,9.67,28.53
CRMS0319-H01,11,2008,20.40320444,1.483014336,15.4,23.3
CRMS0336-H01,3,2018,20.38653228,2.85475226,14.13,26.12
CRMS0175-H01,2,2018,20.37925594,4.241632801,10.5,27.84
CRMS0164-H01,3,2021,20.37663976,3.412498395,13.13,26.39
CRMS0318-H01,3,2009,20.35508747,3.999271381,8.19,28.55
CRMS0978-H01,11,2017,20.34002773,3.576824612,12.29,27.96
CRMS0319-H01,2,2018,20.33217261,4.247098711,11.03,26.75
CRMS0164-H01,2,2017,20.32209822,2.757061009,12.89,25.83
CRMS0318-H01,3,2018,20.30362758,3.623285821,9.51,27.7
CRMS0978-H01,3,2021,20.29692204,3.44909468,12.76,27.15
CRMS0335-H01,11,2015,20.29204164,3.442564418,9.65,27.42
CRMS0164-H01,3,2022,20.28841399,3.129622462,9.4,27.2
CRMS0310-H01,3,2021,20.27545701,3.460726216,11.07,27.32
CRMS0335-H01,3,2018,20.26586023,2.834829675,12.82,25.87
CRMS0978-H01,2,2018,20.2599851,4.245909408,9.89,26.77
CRMS0310-H01,11,2017,20.24523205,3.634015557,12.1,30.01
CRMS0337-H01,3,2018,20.22100673,2.890795359,11.02,26.38
CRMS0318-H01,3,2021,20.1926293,3.520199238,11.15,27.77
CRMS0318-H01,11,2017,20.17910111,3.939147179,10.32,32.11
CRMS0319-H01,2,2017,20.17175282,2.183577965,15.02,25.19
CRMS0175-H01,11,2017,20.16855555,3.650430017,11.99,29.38
CRMS0178-H01,3,2009,20.15395157,3.806697435,7.72,24.47
CRMS0337-H01,3,2021,20.1510822,2.905489831,13.98,26.42
CRMS0318-H01,3,2007,20.14985213,4.126691645,3.27,28.25
CRMS0178-H01,3,2018,20.14709678,2.645760318,14.14,24.87
CRMS0335-H01,3,2015,20.14121381,4.222787274,3.24,28.46
CRMS0319-H01,11,2017,20.12683335,3.402399708,12.92,26.48
CRMS0337-H01,11,2017,20.10791842,3.407822448,13.13,28.05
CRMS0310-H01,2,2017,20.09597562,2.690033356,11.76,26.25
CRMS0178-H01,3,2016,20.09567204,2.396298725,12.9,26.23
CRMS0178-H01,11,2017,20.08434722,3.25438116,13.53,27.04
CRMS0336-H01,3,2021,20.07239569,3.130908919,13.18,26.42
CRMS0175-H01,3,2021,20.06248657,3.504826957,11.29,28.07
CRMS0175-H01,12,2021,20.06001343,3.41450801,9.65,26.19
CRMS0336-H01,11,2017,20.0216526,3.499121214,12.76,27.28
CRMS0336-H01,2,2018,20.02119764,4.354401506,10.69,26.33
CRMS0164-H01,3,2008,19.99517471,3.726087817,7.88,27.71
CRMS0310-H01,11,2010,19.97614064,3.065934276,9.9,27.13
CRMS0164-H01,11,2010,19.96174999,3.345581515,12.3,26.28
CRMS0978-H01,11,2007,19.96124999,3.198688993,12.35,25.99
CRMS0978-H01,12,2021,19.95797844,3.396721375,10.88,26.09
CRMS0337-H01,2,2018,19.93502974,4.409561766,9.57,26.58
CRMS0335-H01,11,2017,19.90715878,3.392875357,12.49,27.28
CRMS0978-H01,3,2022,19.8558199,3.257150158,8,26.17
CRMS0292-H01,12,2015,19.8429879,2.615332278,13.37,24.78
CRMS0310-H01,3,2022,19.83059541,3.325705051,6.29,27.1
CRMS0335-H01,2,2018,19.81763121,4.410094045,9.88,26.83
CRMS0978-H01,3,2008,19.80102155,3.363638529,8.35,26.69
CRMS0292-H01,2,2017,19.79376488,3.025122719,11.12,26.58
CRMS0335-H01,3,2021,19.78774933,3.194045257,10.65,26.23
CRMS0164-H01,10,2008,19.77471773,2.923509738,12.88,24.3
CRMS0178-H01,3,2021,19.75909948,2.739069214,14.23,25.3
CRMS0164-H01,2,2023,19.73002976,3.96311028,10.55,27.47
CRMS0292-H01,11,2010,19.71798609,3.520766278,9.13,27.29
CRMS0292-H01,2,2023,19.70606382,4.037942772,9.13,28.87
CRMS0337-H01,3,2022,19.70548699,2.646298526,10.82,25.07
CRMS0336-H01,12,2021,19.69173387,3.086360717,11.48,25.02
CRMS0337-H01,12,2021,19.68938168,2.871778156,12.63,25.21
CRMS0318-H01,12,2021,19.66784944,3.514088145,9.26,26.7
CRMS0319-H01,12,2021,19.65895161,3.109117343,11.5,25.38
CRMS0178-H01,3,2015,19.65579302,3.987122921,9.34,26.95
CRMS0164-H01,11,2011,19.64913513,3.580803673,10.45,26.24
CRMS0178-H01,2,2018,19.6407738,4.179444984,11.55,26.31
CRMS0310-H01,12,2021,19.63813846,3.881081101,10.95,25.98
CRMS0319-H01,11,2011,19.61333336,2.525312265,12.85,24.32
CRMS0164-H01,12,2015,19.61133064,3.458388157,12.11,26.06
CRMS0335-H01,12,2021,19.60397849,2.836929834,11.28,24.43
CRMS0336-H01,3,2022,19.59360545,2.926879035,10.03,25.47
CRMS0337-H01,3,2015,19.57936828,4.784085373,2.9,27.64
CRMS0319-H01,3,2022,19.55764787,2.777516,11.23,25.38
CRMS0292-H01,11,2022,19.5426528,4.846467009,8.45,28.29
CRMS0335-H01,11,2020,19.53921493,2.361110197,12.55,23.97
CRMS0292-H01,11,2023,19.53708097,3.545370504,9.78,26.96
CRMS0178-H01,12,2021,19.52977151,2.694900097,12.46,24.17
CRMS0164-H01,11,2007,19.51091667,3.436337944,12.28,26.15
CRMS0978-H01,2,2017,19.50647319,2.518997094,11.85,25.57
CRMS0319-H01,3,2008,19.47180109,2.909692229,11.02,25.08
CRMS0175-H01,2,2017,19.45203869,2.488760103,12.41,25.3
CRMS0175-H01,11,2010,19.44670391,3.385671487,10.36,26.73
CRMS0310-H01,3,2008,19.4437097,3.196319561,8.89,25.73
CRMS0178-H01,11,2010,19.44143054,2.699692157,13.65,24.35
CRMS0336-H01,3,2019,19.41355701,2.283822788,14.25,24.26
CRMS0175-H01,3,2022,19.40943473,3.526266874,5.72,28.31
CRMS0978-H01,11,2010,19.39897223,3.327694305,10.71,25.6
CRMS0319-H01,11,2010,19.36226389,2.798579068,12.91,24.46
CRMS0335-H01,3,2022,19.33970065,3.040031414,5.43,26.04
CRMS0318-H01,2,2017,19.31716717,2.920741962,9.56,25.35
CRMS0292-H01,11,2021,19.31154379,2.586983851,13.27,27.49
CRMS0292-H01,11,2011,19.29181941,4.115542454,8.05,26.36
CRMS0337-H01,11,2010,19.28753912,2.945169058,10.04,25.38
CRMS0178-H01,3,2022,19.26680106,2.503347817,10.57,23.92
CRMS0318-H01,3,2022,19.24984828,3.813395335,5.39,27.13
CRMS0337-H01,11,2007,19.23292329,2.939721448,11.94,26.34
CRMS0318-H01,11,2010,19.21365549,3.967217872,7.72,29.11
CRMS0336-H01,2,2017,19.19876304,2.194508111,14.27,23.93
CRMS0292-H01,3,2008,19.19663981,3.982864266,5.04,28.45
CRMS0175-H01,3,2008,19.19624999,3.583282953,4.9,25.5
CRMS0319-H01,12,2015,19.10811828,3.001476148,13.16,25.03
CRMS0318-H01,11,2007,19.10319304,3.935296729,9.34,28.87
CRMS0310-H01,11,2011,19.09319447,3.557954384,9.68,27.05
CRMS0336-H01,3,2008,19.08638443,3.137426475,9.02,24.67
CRMS0336-H01,11,2010,19.08636869,2.991998869,11.87,24.64
CRMS0175-H01,11,2007,19.08486109,3.356013936,10.03,27.05
CRMS0335-H01,2,2017,19.08109116,2.111512662,13.57,23.27
CRMS0178-H01,2,2017,19.0739732,2.034664371,14.56,22.99
CRMS0175-H01,11,2011,19.05068533,3.484879638,7.99,26.32
CRMS0978-H01,11,2011,19.04215277,3.505779009,10.32,25.78
CRMS0337-H01,2,2017,19.03675678,2.335554226,12.09,23.77
CRMS0292-H01,11,2007,19.03469447,3.607631607,9.34,29.03
CRMS0335-H01,11,2010,19.02660414,3.294412945,9.41,25.52
CRMS0318-H01,3,2008,18.98573993,4.159536912,3.83,28.09
CRMS0310-H01,10,2007,18.9791338,1.716606074,14.41,22.89
CRMS0978-H01,12,2015,18.96990593,3.432191093,10.89,25.45
CRMS0175-H01,12,2015,18.96872312,3.281030749,10.18,24.88
CRMS0310-H01,11,2021,18.96468253,1.958294693,14.03,25.29
CRMS0319-H01,2,2023,18.95197915,3.77329868,10.95,26.22
CRMS0310-H01,11,2007,18.94355334,3.070646746,11.62,24.9
CRMS0178-H01,11,2011,18.93977778,2.804990247,11.83,23.84
CRMS0310-H01,12,2015,18.93853494,3.257809474,10.45,25.37
CRMS0164-H01,11,2023,18.93563889,3.526871664,11.59,25.34
CRMS0336-H01,11,2007,18.93253539,3.006588155,12.69,24.85
CRMS0164-H01,11,2013,18.92214925,3.457525969,10.72,25.02
CRMS0178-H01,11,2007,18.91748611,2.802801465,13.11,24.27
CRMS0292-H01,3,2019,18.89004033,3.786726059,7.18,26.91
CRMS0337-H01,12,2015,18.8715457,2.830439833,12.91,24.74
CRMS0310-H01,2,2023,18.80802082,4.185088747,6.68,26.82
CRMS0175-H01,11,2023,18.79950001,3.277771045,10.55,23.81
CRMS0337-H01,3,2008,18.78830188,3.333360122,6,24.88
CRMS0178-H01,12,2015,18.78629034,2.594151041,13.3,23.65
CRMS0337-H01,2,2023,18.7804864,3.859429679,11.04,26.02
CRMS0335-H01,11,2011,18.77848951,3.199103433,10.66,24.46
CRMS0337-H01,3,2007,18.77488223,2.92480588,6.91,24.01
CRMS0164-H01,3,2019,18.77154743,3.989029651,8.58,26.14
CRMS0336-H01,12,2015,18.77095431,3.076278119,12.65,24.45
CRMS0164-H01,11,2022,18.76630554,5.245155878,9.18,27.45
CRMS0319-H01,3,2019,18.74658142,3.426660096,9.78,24.98
CRMS0178-H01,11,2023,18.73776387,2.939365061,12.65,24.14
CRMS0164-H01,11,2021,18.72668054,2.204322649,13.79,23.51
CRMS0336-H01,11,2011,18.70594443,3.28582263,8.34,24.79
CRMS0318-H01,12,2015,18.68163979,3.552685923,8.6,25.36
CRMS0164-H01,11,2012,18.67331946,3.186704703,12.2,28.06
CRMS0335-H01,12,2015,18.66440861,2.931765652,10.31,24.04
CRMS0175-H01,2,2023,18.65205357,3.791197923,10.21,27.06
CRMS0164-H01,2,2008,18.64392245,3.219222361,9.44,26.76
CRMS0978-H01,11,2021,18.62799722,2.101073531,13.63,23.36
CRMS0164-H01,11,2008,18.59655558,3.237903227,10.85,24.74
CRMS0336-H01,2,2023,18.59390907,3.938329154,10.11,26.27
CRMS0978-H01,11,2023,18.59126389,3.518876109,10.64,24.83
CRMS0978-H01,3,2019,18.58039033,3.848102743,7.39,25.13
CRMS0310-H01,3,2019,18.58010751,3.928583601,5.97,26.15
CRMS0175-H01,11,2021,18.57644442,2.311117844,13.07,25.04
CRMS0337-H01,11,2021,18.5493889,1.669187138,14.43,22.03
CRMS0164-H01,2,2019,18.54364582,3.273399398,12.46,26.55
CRMS0318-H01,3,2019,18.52915491,3.986818226,5.44,26.28
CRMS0336-H01,11,2021,18.50338886,1.909447859,14.14,22.7
