"","Achirus lineatus","Alpheus heterochaelis","Anchoa mitchilli","Archosargus probatocephalus","Ariopsis felis","Armases americanum","Armases benedicti","Armases cinereum","Bagre marinus","Bairdiella chrysoura","Bathygobius soporator","Callinectes sapidus","Callinectes similis","Citharichthys spilopterus","Clibanarius vittatus","Crassostrea virginica","Ctenogobius boleosoma","Ctenogobius shufeldti","Cynoscion arenarius","Cynoscion nebulosus","Cyprinodon variegatus","Dormitator maculatus","Eleotris amblyopsis","Eucinostomus argenteus","Eucinostomus melanopterus","Eurytium limosum","Evorthodus lyricus","Fundulus grandis","Fundulus jenkinsi","Fundulus pulvereus","Fundulus similis","Fundulus xenicus","Gobionellus oceanicus","Gobiosoma bosc","Lagodon rhomboides","Leiostomus xanthurus","Littoraria irrorata","Lucania parva","Lutjanus griseus","Menidia beryllina","Micropogonias undulatus","Minuca spp.","Mugil cephalus","Mugil curema","Myrophis punctatus","Negaprion brevirostris","Neverita delessertiana","Opsanus beta","Pachygrapsus gracilis","Pagurus armatus","Pagurus longicarpus","Palaemon spp.","Panopeus spp.","Paralichthys lethostigma","Penaeus aztecus","Penaeus duorarum","Penaeus setiferus","Petrolisthes armatus","Phrontis vibex","Poecilia latipinna","Pogonias cromis","Probopyrus pandalicola","Rhithropanopeus harrisii","Sciaenops ocellatus","Sesarma reticulatum","Solenosteira cancellaria","Symphurus plagiusa","Syngnathus louisianae","Syngnathus scovelli","Trinectes maculatus","Urosalpinx cinerea","SampleID","mean_sti","mean_sti_2.5","Year","mean_sti_range"
"11",0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,46,1,0,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11",3.36534762960415,-7.16886970654778,"2016",21.8787608077215
"12",0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12",3.93325343050807,-6.17160721048713,"2016",22.1691069063331
"13",1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13",3.42916698158343,-8.33109768792623,"2016",24.8423778878843
"14",0,0,4,0,0,0,0,0,0,0,0,10,1,1,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,0,11,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"14",3.75878523055502,-6.58553889862679,"2016",21.1732542325325
"15",0,0,7,0,0,0,0,3,0,0,0,93,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,112,0,0,33,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15",3.73405150372115,-7.32336102223265,"2016",23.2123414895587
"16",0,0,0,0,0,0,0,3,0,0,0,46,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,17,0,0,23,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16",4.87068572062248,-4.11856767908947,"2016",18.9337837341347
"17",0,0,0,0,0,0,0,1,0,0,0,102,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,175,0,0,28,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17",3.41272097534314,-7.59064982938667,"2016",22.909636110972
"18",0,0,0,0,0,0,0,2,0,0,0,170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,70,0,0,11,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18",4.64789316181496,-6.2778153330173,"2016",23.3921918898565
"19",0,0,3,0,0,0,0,0,0,0,0,23,0,1,0,0,13,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,311,0,0,21,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19",3.32063649976623,-6.36304324890834,"2016",18.5670931471491
"20",0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,67,3,0,2,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"20",2.91786290134558,-8.29282340692549,"2016",23.2220689017968
"21",0,0,1,0,0,0,0,1,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,2,0,10,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21",3.32876166985875,-7.34984912124256,"2016",21.7456543138763
"22",1,0,0,0,0,0,0,1,0,0,0,34,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,43,0,0,13,0,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"22",3.99702534353735,-6.38306956532929,"2016",21.2062499363224
"23",0,0,0,0,0,0,0,3,0,0,0,38,0,0,0,0,10,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,94,1,0,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23",3.42845170122018,-7.94348999006192,"2016",24.0636039629049
"24",1,0,0,0,0,0,5,0,0,0,0,23,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,70,3,0,12,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24",4.3847208234343,-5.85608387052132,"2016",21.1324137115713
"25",0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,14,0,0,20,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25",4.79106686567494,-4.68542603898931,"2016",19.7153332447123
"26",0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,39,2,0,14,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26",4.04982115844871,-6.13881131027128,"2016",21.0125523806452
"27",0,0,0,0,0,0,0,8,0,0,0,50,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,98,1,0,56,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27",4.17076814520658,-5.94672958932511,"2016",22.1271916448253
"28",0,0,0,0,0,0,0,4,0,0,0,39,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,67,0,0,13,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28",3.91930300574088,-5.92496293769893,"2016",20.0153066675016
"29",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,5,2,0,0,0,0,0,0,0,0,106,1,0,7,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29",2.94058815142984,-7.40821710064726,"2016",20.8312075373812
"30",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,102,0,0,11,0,130,0,0,9,0,0,0,0,0,0,0,0,0,0,0,"30",3.70420565511703,-4.92507562928149,"2016",17.7286858459524
"31",0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,8,1,0,1,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,"31",6.06082412846973,2.03906246263753,"2016",9.45718766330358
"32",0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,21,3,0,34,0,115,0,0,7,0,0,0,0,0,0,0,0,0,0,0,"32",4.5659304979144,-4.59801450691841,"2016",18.5859361703872
"33",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,122,0,0,21,0,88,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"33",3.41855570035739,-6.95776973562498,"2016",21.600629031551
"34",0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,19,0,0,22,0,36,0,0,2,0,0,0,0,0,0,1,0,0,0,0,"34",4.53845127411565,-4.82728358277186,"2016",19.8114763005043
"35",0,6,48,0,0,0,0,0,0,0,0,43,0,1,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,39,0,0,2,0,72,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"35",4.07371677356424,-5.96018170262249,"2016",20.7519870542181
"36",0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,79,0,0,8,0,87,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"36",4.15024156397877,-5.44525102653911,"2016",19.4501486668135
"37",0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,101,1,0,0,0,0,0,0,0,0,17,0,0,2,0,71,0,0,21,0,0,0,0,0,0,1,0,0,0,0,"37",5.42460794126118,-1.10877021698942,"2016",13.7503529222141
"38",0,1,0,0,0,0,0,0,0,0,0,59,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,84,0,0,5,0,30,0,0,1,0,0,0,0,2,0,0,0,0,0,0,"38",3.70359797289085,-8.36763903825271,"2016",25.3383458503117
"39",0,0,0,0,0,0,0,3,0,0,0,63,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,43,1,0,9,0,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"39",4.38318323832163,-5.82025401878636,"2016",20.6570898001781
"40",0,0,0,0,0,0,0,0,0,0,0,101,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,23,0,0,17,0,68,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"40",4.89758912975021,-5.50708681936226,"2016",21.7245664389383
"41",0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,16,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"41",4.22026052833178,-5.31059535018035,"2016",19.7489879984231
"42",0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42",4.32712239966713,-6.10267868978637,"2016",23.2498210983617
"43",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43",4.40794305134628,-5.18925010144711,"2016",20.448499892354
"44",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44",4.22841897584218,-4.25704090600567,"2016",16.4029591614418
"45",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45",4.31498852675305,-4.90697379865144,"2016",20.2718419827913
"46",0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,0,0,3,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"46",2.63416313985833,-8.50530833838737,"2016",23.3785273153488
"47",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"47",4.14690582035785,-5.43258344839017,"2016",20.8167498631279
"48",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,40,0,40,0,0,9,0,0,0,0,0,0,0,0,0,0,0,"48",3.70320141149428,-6.38141234484963,"2016",21.4252670382697
"49",0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49",4.5940695906614,-5.89956262558699,"2016",21.4492499545217
"50",0,0,0,0,0,4,0,0,0,0,0,1,3,0,5,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,21,0,0,32,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50",4.67967741942603,-5.45570008130372,"2016",21.7247997397929
"51",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,14,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51",4.28991947784092,-5.48339515850868,"2016",19.1864505232116
"52",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,1,0,14,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"52",4.26574348500297,-6.23810196143609,"2016",21.6912498098833
"53",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"53",4.3359414524426,-5.43518758907914,"2016",19.402312438339
"54",0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,5,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54",3.8850863499655,-5.35980777960557,"2016",17.7188461428422
"55",0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,1,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"55",3.00585588310889,-8.64352472744516,"2016",24.8011474110797
"56",0,0,0,0,0,0,0,0,0,0,0,10,9,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,39,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"56",2.87486041945408,-9.08053795327107,"2016",25.9263370005804
"57",0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57",3.84728059700555,-8.13945850153764,"2016",26.1609581492345
"58",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"58",4.39175664542403,-6.92559538512003,"2016",24.3542855892863
"59",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,7,1,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59",4.03566336029152,-5.38472836846891,"2016",18.9164130153863
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60",3.94241129836202,-5.8047728348862,"2016",19.2428408097137
"61",0,0,22,0,0,0,0,0,0,0,0,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,135,0,0,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"61",2.76681618673558,-8.81997988506367,"2016",24.2861942099415
"62",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,12,1,0,6,0,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"62",3.86425223555556,-5.33500008818095,"2016",17.5050610023059
"63",0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"63",3.98053887768088,-7.00549308737399,"2016",23.3199998451371
"64",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"64",4.37709778984268,-4.83625010507447,"2016",18.528749943631
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"65",4.079399634157,-6.14333343770769,"2016",20.7666664891773
"66",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,8,1,28,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"66",4.4417045481127,-5.61146835334717,"2016",20.4001983434435
"67",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"67",3.9844779986371,-5.86926481075147,"2016",20.0179411935456
"68",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"68",3.63860169597607,-6.26607154385074,"2016",19.7207142101539
"69",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,29,0,0,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"69",2.87925705225926,-8.40200835173247,"2016",24.5081145317828
"70",0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,79,0,0,22,0,43,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"70",2.92174172267225,-7.56558835237103,"2016",22.2220720929736
